UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
ROBBERY-PEDESTRIAN,162743025,09/30/2016,675 METROPOLITAN PKWY SW,301,Adair Park,V,33.73657,-84.40824,
ROBBERY-RESIDENCE,162741513,09/30/2016,1888 HOLLYWOOD RD NW,203,Riverside,D,33.80726,-84.47158,
ROBBERY-COMMERCIAL,162741533,09/30/2016,240 PEACHTREE ST NW ,508,Downtown,M,33.76056,-84.38835,
AGG ASSAULT,162743083,09/30/2016,74 NORTHSIDE DR SW,507,Castleberry Hill,M,33.75267,-84.40252,
AGG ASSAULT,162741229,09/30/2016,850 FAIRBURN RD NW,114,Carroll Heights,H,33.77629,-84.50389,
AGG ASSAULT,162741806,09/30/2016,3740 CAMPBELLTON RD SW,413,,P,33.69013,-84.51072,
AGG ASSAULT,162741596,09/30/2016,415 FAIRBURN RD SW,407,Fairburn Mays,H,33.74349,-84.50968,
AGG ASSAULT,162742937,09/30/2016,1061 FAIR ST SW,104,Ashview Heights,T,33.74926,-84.42246,
AGG ASSAULT,162741709,09/30/2016,2618 MEMORIAL DR SE,611,East Lake,O,33.74742,-84.30128,
BURGLARY-RESIDENCE,162741334,09/30/2016,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68103,-84.4062,
BURGLARY-RESIDENCE,162741931,09/30/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.75932,-84.37442,
BURGLARY-RESIDENCE,162742737,09/30/2016,765 OLYMPIAN DR SW,404,Westview,T,33.73438,-84.44064,
BURGLARY-RESIDENCE,162741900,09/30/2016,3510 HABERSHAM RD NW,202,Tuxedo Park,A,33.85056,-84.38693,
BURGLARY-RESIDENCE,162741973,09/30/2016,3844 LAND O LAKES DR NE,209,North Buckhead,B,33.85946,-84.37666,
BURGLARY-RESIDENCE,162742502,09/30/2016,210 GREENHAVEN DR SE,611,The Villages at East Lake,O,33.74157,-84.31314,
BURGLARY-RESIDENCE,162742014,09/30/2016,2175 MEADOR RD,310,Swallow Circle/Baywood,Z,33.6948,-84.38074,
BURGLARY-RESIDENCE,162742957,09/30/2016,765 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.82558,-84.36211,
BURGLARY-RESIDENCE,162741002,09/30/2016,3036 MARGARET MITCHELL CT NW,201,Westminster/Milmar,C,33.83806,-84.42802,
