UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
ROBBERY-PEDESTRIAN,172430070,08/31/2017,316 SCIPLE TER NW,102,Vine City,L,33.763,-84.41522,
ROBBERY-PEDESTRIAN,172432343,08/31/2017,1617 JONESBORO RD SE,307,Lakewood Heights,Y,33.70745,-84.38054,
ROBBERY-PEDESTRIAN,172432522,08/31/2017,170 NORTHSIDE DR SW,507,Castleberry Hill,M,33.74964,-84.40335,
ROBBERY-PEDESTRIAN,172432729,08/31/2017,2453 CORONET WAY NW,201,,C,33.8209,-84.44958,
ROBBERY-PEDESTRIAN,172431870,08/31/2017,3060 PHARR COURT NORTH NW,206,Peachtree Heights West,B,33.83922,-84.38491,
AGG ASSAULT,172431649,08/31/2017,820 MCDONOUGH BLVD SE,607,Custer/McDonough/Guice,W,33.70938,-84.35943,
AGG ASSAULT,172430092,08/31/2017,1388 JOSEPH E BOONE BLVD NW,105,Hunter Hills,K,33.7633,-84.43337,
AGG ASSAULT,172432364,08/31/2017,752 ELBERT ST SW,301,Adair Park,V,33.72809,-84.41225,
AGG ASSAULT,172430674,08/31/2017,1700 STANTON RD SW,408,,R,33.70907,-84.44364,
BURGLARY-RESIDENCE,172422607,08/31/2017,1935 ALISON CT SW,410,Fort Valley,R,33.70055,-84.45149,
BURGLARY-RESIDENCE,172431572,08/31/2017,2707 PHARR RD NE,611,East Lake,O,33.75418,-84.29844,
BURGLARY-RESIDENCE,172432591,08/31/2017,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.77682,-84.40822,
BURGLARY-RESIDENCE,172431426,08/31/2017,41 ROCKMART DR NW,105,Hunter Hills,K,33.75604,-84.4295,
BURGLARY-RESIDENCE,172431090,08/31/2017,814 MORELAND AVE SE,607,East Atlanta,W,33.73227,-84.34902,
BURGLARY-RESIDENCE,172431002,08/31/2017,2323 ADAMS DR NW,203,Bolton,D,33.81884,-84.45453,
BURGLARY-RESIDENCE,172430993,08/31/2017,179 3RD AVE SE,611,East Lake,O,33.74783,-84.30846,
BURGLARY-NONRES,172430693,08/31/2017,1405 MORELAND AVE SE,607,Custer/McDonough/Guice,W,33.71571,-84.34997,
BURGLARY-NONRES,172430710,08/31/2017,3041 LANDRUM DR SW;,409,Southwest,R,33.70649,-84.48782,
BURGLARY-RESIDENCE,172432493,08/31/2017,3525 COLLIER DR NW,114,Fairburn Heights,H,33.7687,-84.50287,
BURGLARY-RESIDENCE,172431103,08/31/2017,170 NORTHSIDE DR SW,507,Castleberry Hill,M,33.7499,-84.40371,
BURGLARY-RESIDENCE,172431535,08/31/2017,1087 EDGEFIELD DR SW,403,Oakland City,S,33.72543,-84.42992,
BURGLARY-RESIDENCE,172432088,08/31/2017,50 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67273,-84.39067,
BURGLARY-NONRES,172430093,08/31/2017,228 MARGARET ST SE,305,South Atlanta,Y,33.71225,-84.38149,
BURGLARY-RESIDENCE,172430895,08/31/2017,2074 PALIFOX DR NE,608,Lake Claire,N,33.76648,-84.31962,
LARCENY-NON VEHICLE,172431924,08/31/2017,1829 CAMPBELLTON RD SW,408,Venetian Hills,S,33.71,-84.44863,
LARCENY-NON VEHICLE,172431433,08/31/2017,3050 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75177,-84.4857,
LARCENY-NON VEHICLE,172430700,08/31/2017,439 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76101,-84.37345,
LARCENY-NON VEHICLE,172430716,08/31/2017,1683 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.7083,-84.38035,
LARCENY-NON VEHICLE,172430780,08/31/2017,854 OAK ST SW,401,West End,T,33.74057,-84.41685,
LARCENY-NON VEHICLE,172432078,08/31/2017,2239 CHESHIRE BRIDGE RD NE,213,Lindridge/Martin Manor,F,33.81617,-84.35215,
LARCENY-NON VEHICLE,172431828,08/31/2017,3500 PEACHTREE RD NE,208,North Buckhead,B,33.85248,-84.36058,
LARCENY-NON VEHICLE,172431667,08/31/2017,824 DONALD LEE HOLLOWELL PKWY NW,103,English Avenue,L,33.77282,-84.41423,
LARCENY-NON VEHICLE,172431942,08/31/2017,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-FROM VEHICLE,172432471,08/31/2017,1745 PEACHTREE ST NE @KROGER - PEACHTREE,207,Brookwood Hills,E,33.8018,-84.39187,
LARCENY-FROM VEHICLE,172431096,08/31/2017,2410 BENJAMIN E MAYS DR SW,406,Cascade Heights,I,33.72262,-84.46641,
LARCENY-FROM VEHICLE,172431214,08/31/2017,80 JESSE HILL JR DR SE ,510,Downtown,M,33.75168,-84.38198,
LARCENY-FROM VEHICLE,172431384,08/31/2017,171 CARNEGIE WAY NW,508,Downtown,M,33.75903,-84.38906,
LARCENY-FROM VEHICLE,172431487,08/31/2017,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,503,Midtown,E,33.78014,-84.38747,
LARCENY-FROM VEHICLE,172431758,08/31/2017,3344 PEACHTREE RD NE,208,North Buckhead,B,33.84652,-84.36834,
LARCENY-FROM VEHICLE,172431826,08/31/2017,701 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76115,-84.36533,
LARCENY-FROM VEHICLE,172432061,08/31/2017,135 ANDREW YOUNG INTERNA BLVD NW,508,Downtown,M,33.76002,-84.39178,
LARCENY-FROM VEHICLE,172432402,08/31/2017,1197 PEACHTREE ST NE,502,Midtown,E,33.78742,-84.38333,
LARCENY-FROM VEHICLE,172432741,08/31/2017,675 PONCE DE LEON AVE NE @PONCE CITY MARKET,603,Old Fourth Ward,M,33.77296,-84.36504,
