UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
ROBBERY-PEDESTRIAN,181208079,04/30/2018,N ECON @6011 N TERMINAL BYWY,705,,,33.64216,-84.44756,
ROBBERY-PEDESTRIAN,181202095,04/30/2018,674 LEXINGTON AVE SW,301,Adair Park,V,33.7232,-84.40962,
ROBBERY-PEDESTRIAN,181201764,04/30/2018,2611 SPRINGDALE RD SW ,309,Perkerson,X,33.68326,-84.41554,
ROBBERY-PEDESTRIAN,181201658,04/30/2018,897 PARSONS ST SW,101,Atlanta University Center,T,33.75095,-84.41694,
ROBBERY-RESIDENCE,181200317,04/30/2018,385 CORVAIR DR SE,312,Orchard Knob,Z,33.66526,-84.37732,
AGG ASSAULT,181201652,04/30/2018,1720 MARTIN LUTHER KING JR DR,104,Mozley Park,K,33.75103,-84.44412,
AGG ASSAULT,181201080,04/30/2018,2019 NORTH AVE NW,107,Grove Park,J,33.76883,-84.45408,
AGG ASSAULT,181201980,04/30/2018,232 FORSYTH ST SW,512,Downtown,M,33.74852,-84.39636,
BURGLARY-RESIDENCE,181201267,04/30/2018,412 SAWTELL AVE SE,307,Lakewood Heights,Y,33.70821,-84.37477,
BURGLARY-RESIDENCE,181201067,04/30/2018,544 LYNHURST DR SW,406,,I,33.74091,-84.49017,
BURGLARY-RESIDENCE,181201717,04/30/2018,349 DECATUR ST SE,604,Sweet Auburn,M,33.74988,-84.37788,
BURGLARY-RESIDENCE,181201663,04/30/2018,816 MAGNOLIA WAY SW,102,Vine City,L,33.75805,-84.41421,
BURGLARY-RESIDENCE,181202121,04/30/2018,275 HUNNICUTT ST NW,504,Downtown,M,33.76673,-84.39587,
BURGLARY-RESIDENCE,181202108,04/30/2018,201 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276,
BURGLARY-RESIDENCE,181202428,04/30/2018,445 DEERING RD NW,207,Loring Heights,E,33.79638,-84.40259,
BURGLARY-NONRES,181201439,04/30/2018,510 PIEDMONT AVE NE,509,Downtown,M,33.76851,-84.38219,
BURGLARY-NONRES,181200442,04/30/2018,3500 ATLANTA INDUSTRIAL PKWY NW,114,Atlanta Industrial Park,G,33.79664,-84.49672,
BURGLARY-NONRES,181200522,04/30/2018,3349 MARTIN L KING JR DR NW,111,Adamsville,H,33.75474,-84.49736,
BURGLARY-NONRES,181200376,04/30/2018,17 FAIRBURN RD SW,407,Adamsville,H,33.75837,-84.50593,
LARCENY-NON VEHICLE,181200889,04/30/2018,2429 MARTIN L KING JR DR NW,108,Florida Heights,I,33.75246,-84.46669,
LARCENY-NON VEHICLE,181201345,04/30/2018,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328,
LARCENY-NON VEHICLE,181200446,04/30/2018,74 NORTHSIDE DR SW,507,Castleberry Hill,M,33.75267,-84.40252,
LARCENY-NON VEHICLE,181201871,04/30/2018,3393 PEACHTREE  RD,210,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,181202369,04/30/2018,3060 PEACHTREE RD NW @CALL BOX 3,206,Peachtree Heights West,B,33.83953,-84.38123,
LARCENY-FROM VEHICLE,181202290,04/30/2018,299 N HIGHLAND AVE NE,602,Inman Park,N,33.76198,-84.35846,
LARCENY-FROM VEHICLE,181202285,04/30/2018,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80077,-84.40869,
LARCENY-FROM VEHICLE,181202235,04/30/2018,214 COLONIAL HOMES DR NW,205,Colonial Homes,C,33.81392,-84.39459,
LARCENY-FROM VEHICLE,181200404,04/30/2018,207 PEACHTREE CENTER AVE,509,Downtown,M,33.7602,-84.38554,
LARCENY-FROM VEHICLE,181200368,04/30/2018,1270 DRUID PL NE,608,Candler Park,N,33.76919,-84.34581,
LARCENY-FROM VEHICLE,181200307,04/30/2018,582 LARCHMONT DR NW,112,Collier Heights,I,33.7675,-84.49002,
LARCENY-FROM VEHICLE,181200114,04/30/2018,3086 DONALD LEE HOLLOWELL PKWY NW,112,Collier Heights,I,33.78474,-84.48883,
LARCENY-FROM VEHICLE,181200106,04/30/2018,655 CLEVELAND AVE SW,309,Perkerson,X,33.6824,-84.41029,
LARCENY-FROM VEHICLE,181200079,04/30/2018,2834 GLENLOCKE CIR NW,113,Monroe Heights,G,33.79639,-84.48382,
LARCENY-FROM VEHICLE,181202153,04/30/2018,1784 PEACHTREE ST NW,207,Ardmore,E,33.80334,-84.39351,
LARCENY-FROM VEHICLE,181200575,04/30/2018,2020 BOLTON RD NW,203,Riverside,D,33.81125,-84.47594,
LARCENY-FROM VEHICLE,181201870,04/30/2018,1545 NORTHSIDE DR NW,207,Loring Heights,E,33.79746,-84.40773,
LARCENY-FROM VEHICLE,181201563,04/30/2018,2559 JONESBORO RD SE,310,Browns Mill Park,Z,33.68396,-84.36623,
LARCENY-FROM VEHICLE,181201437,04/30/2018,1073 PIEDMONT AVE NE,502,Midtown,E,33.78384,-84.37897,
LARCENY-FROM VEHICLE,181200464,04/30/2018,1164 EDIE AVE SE,607,Boulevard Heights,W,33.7231,-84.36396,
LARCENY-FROM VEHICLE,181201203,04/30/2018,600 W PEACHTREE ST NE,509,Downtown,M,33.77081,-84.3879,
LARCENY-FROM VEHICLE,181201057,04/30/2018,170 CLEVELAND AVE SW,311,Glenrose Heights,Z,33.68072,-84.39451,
LARCENY-FROM VEHICLE,181201049,04/30/2018,1345 DONNELLY AVE SW,402,West End,T,33.73601,-84.4316,
LARCENY-FROM VEHICLE,181201033,04/30/2018,250 10TH ST NE,502,Midtown,E,33.78218,-84.37867,
LARCENY-FROM VEHICLE,181200950,04/30/2018,1444 LUCILE AVE SW @APS KIPP STRIVE CHR,404,Westview,T,33.74253,-84.43524,
LARCENY-FROM VEHICLE,181200791,04/30/2018,1578 MAY AVE SE,612,East Atlanta,W,33.73915,-84.33605,
LARCENY-FROM VEHICLE,181200670,04/30/2018,959 GLEN ARDEN WAY NE,601,Virginia Highland,F,33.78472,-84.3559,
LARCENY-FROM VEHICLE,181200587,04/30/2018,3380 PEACHTREE RD NE,208,North Buckhead,B,33.84892,-84.36597,
LARCENY-FROM VEHICLE,181201300,04/30/2018,265 PONCE DE LEON AVE NE,505,Midtown,E,33.77206,-84.37869,
LARCENY-FROM VEHICLE,181201262,04/30/2018,2415 CAMELLIA LN NE,211,Lindbergh/Morosgo,B,33.82171,-84.37117,
LARCENY-FROM VEHICLE,181202039,04/30/2018,77 12TH ST NE,503,Midtown,E,33.78424,-84.38496,
LARCENY-FROM VEHICLE,181200690,04/30/2018,638 GLENWOOD AVE SE,605,Grant Park,W,33.74261,-84.36634,
LARCENY-FROM VEHICLE,181201008,04/30/2018,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,506,Midtown,E,33.77469,-84.36561,
LARCENY-NON VEHICLE,181201368,04/30/2018,2619 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77579,-84.47254,
LARCENY-NON VEHICLE,181202272,04/30/2018,62 HARWELL RD NW,111,,I,33.7538,-84.493,
LARCENY-NON VEHICLE,181201572,04/30/2018,215 NORTH AVE NE,603,Old Fourth Ward,M,33.77117,-84.38025,
LARCENY-NON VEHICLE,181201039,04/30/2018,800 W MARIETTA ST NW,103,English Avenue,L,33.78022,-84.41514,
LARCENY-NON VEHICLE,181200306,04/30/2018,120 OZONE ST SW,101,Atlanta University Center,T,33.75145,-84.41635,
LARCENY-NON VEHICLE,181200658,04/30/2018,523 COBBLESTONE DR NE,209,North Buckhead,B,33.85508,-84.3714,
LARCENY-NON VEHICLE,181200732,04/30/2018,765 HUMPHRIES ST SW,302,Pittsburgh,V,33.73408,-84.4056,
LARCENY-NON VEHICLE,181201991,04/30/2018,1238 CAHABA DR SW,408,Venetian Hills,S,33.72145,-84.44806,
LARCENY-NON VEHICLE,181201175,04/30/2018,744 GARIBALDI ST SW,303,Mechanicsville,V,33.73459,-84.3989,
AUTO THEFT,181201993,04/30/2018,757 CLEVELAND AVE SW,309,Perkerson,X,33.68232,-84.41417,
AUTO THEFT,181200409,04/30/2018,2159 RIDGEDALE RD NE,610,Kirkwood,O,33.75298,-84.31696,
AUTO THEFT,181201970,04/30/2018,3050 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75177,-84.4857,
AUTO THEFT,181201026,04/30/2018,308 PEACHTREE HILLS AVE NE @PEACHTREE HILLS PARK,211,Peachtree Hills,B,33.81826,-84.3777,
AUTO THEFT,181190046,04/29/2018,2800 CAMPBELLTON RD SW,410,Campbellton Road,R,33.69967,-84.47996,
AUTO THEFT,181191559,04/29/2018,394 HOLDERNESS ST SW,401,West End,T,33.7443,-84.4268,
