UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
AUTO THEFT,200910009,03/31/2020,1365 WILLOW TRL SW,408,Venetian Hills,S,33.71802,-84.44007,
LARCENY,200910069,03/31/2020,761 SIDNEY MARCUS BLVD NE @QUICK TRIP - SIDNEY,211,Lindbergh/Morosgo,B,33.82545,-84.36218,
LARCENY,200910097,03/31/2020,1085 ROSEDALE DR NE,601,Virginia Highland,F,33.77958,-84.35177,
LARCENY,200910098,03/31/2020,235 MEMORIAL DR,512,Downtown,M,33.7465,-84.39536,
AUTO THEFT,200910145,03/31/2020,385 UNIVERSITY AVE SW,302,Pittsburgh,V,33.72234,-84.40061,
BURGLARY,200910169,03/31/2020,907 MARTIN L KING JR DR NW,102,Vine City,L,33.7548,-84.41692,
LARCENY,200910196,03/31/2020,1660 JONESBORO RD SE,307,Lakewood Heights,Y,33.70665,-84.37927,
AGG ASSAULT,200910198,03/31/2020,183 MOUNT ZION RD SE,312,Glenrose Heights,Z,33.67268,-84.38507,
LARCENY,200910204,03/31/2020,3200 LENOX RD NE @LENOX FOREST APTS,210,Pine Hills,B,33.84329,-84.35877,
ROBBERY,200910210,03/31/2020,2716 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75395,-84.47612,
LARCENY,200910327,03/31/2020,585 MCWILLIAMS RD SE,310,Browns Mill Park,Z,33.68838,-84.37006,
LARCENY,200910339,03/31/2020,634 WHITEHALL ST SW,303,Adair Park,V,33.74179,-84.40844,
AUTO THEFT,200910490,03/31/2020,792 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.77295,-84.41323,
LARCENY,200910502,03/31/2020,1114 LANIER BLVD NE,601,Virginia Highland,F,33.78519,-84.35071,
LARCENY,200910511,03/31/2020,14 JORDAN ST SE,307,Lakewood Heights,Y,33.70349,-84.37833,
ROBBERY,200910559,03/31/2020,240 PEACHTREE ST NW @MERCHANDISE MART,508,Downtown,M,33.76056,-84.38835,
BURGLARY,200910589,03/31/2020,2866 HEDGEWOOD DR NW,111,Westhaven,I,33.75752,-84.48167,
LARCENY,200910604,03/31/2020,2439 BAKER RD NW,109,Center Hill,J,33.7698,-84.46722,
LARCENY,200910615,03/31/2020,1332 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.77147,-84.4315,
LARCENY,200910621,03/31/2020,550 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.77017,-84.35282,
LARCENY,200910634,03/31/2020,1871 PLAZA LN SW,410,Campbellton Road,R,33.70518,-84.45336,
BURGLARY,200910636,03/31/2020,483  E ONTARIO AVE SW,404,Westview,T,33.74201,-84.43825,
LARCENY,200910681,03/31/2020,89 MILTON AVE SE,305,Chosewood Park,Y,33.72285,-84.38492,
AUTO THEFT,200910702,03/31/2020,500 CANDLER STR,608,Candler Park,N,33.76805,-84.34567,
LARCENY,200910706,03/31/2020,23 ROSE GATE DR NE,209,East Chastain Park,B,33.86488,-84.38565,
LARCENY,200910790,03/31/2020,1219 GARDENIA ST NW,105,Hunter Hills,K,33.75608,-84.42724,
LARCENY,200910820,03/31/2020,1111 WESTVIEW DR SW,104,Ashview Heights,T,33.74717,-84.42375,
LARCENY,200910879,03/31/2020,2611 SPRINGDALE RD SW,309,Perkerson,X,33.68326,-84.41554,
LARCENY,200910893,03/31/2020,701 HAMILTON E HOLMES DR NW,109,Center Hill,J,33.77434,-84.47318,
LARCENY,200910968,03/31/2020,3535 NORTHSIDE PKWY NW,202,Randall Mill,A,33.85087,-84.42902,
LARCENY,200911023,03/31/2020,2088 TIMBALL RD NW,204,,C,33.81334,-84.42342,
LARCENY,200911056,03/31/2020,560 AMAL DR SW,307,Amal Heights,Y,33.7091,-84.40022,
LARCENY,200911121,03/31/2020,2685 METROPOLITAN PKWY,309,Hammond Park,X,33.68128,-84.4077,
ROBBERY,200911130,03/31/2020,2340 LARCHWOOD RD SW,405,Florida Heights,I,33.74739,-84.46343,
LARCENY,200911198,03/31/2020,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201,
AUTO THEFT,200911199,03/31/2020,2175 PIEDMONT RD NE,211,Lindridge/Martin Manor,F,33.81716,-84.36632,
LARCENY,200911211,03/31/2020,1450 BEECHER ST SW,402,Oakland City,S,33.73313,-84.43507,
BURGLARY,200911299,03/31/2020,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.79766,-84.40596,
LARCENY,200911313,03/31/2020,3885 JONESBORO RD SE @HOME DEPOT,313,South River Gardens,Z,33.64883,-84.36584,
LARCENY,200911503,03/31/2020,64 SPRINGLAKE PL NW,205,Springlake,C,33.81162,-84.41496,
BURGLARY,200911519,03/31/2020,1746 HADLOCK ST SW,408,,R,33.70785,-84.44602,
BURGLARY,200911520,03/31/2020,600 VIRGINIA AVE NE,601,Virginia Highland,F,33.78151,-84.36713,
ROBBERY,200911679,03/31/2020,1001 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.7734,-84.35467,
BURGLARY,200911729,03/31/2020,1070 KATHERWOOD DR SW,306,Sylvan Hills,X,33.70977,-84.42324,
LARCENY,200911750,03/31/2020,2399 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.81948,-84.36425,
