UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
ROBBERY-PEDESTRIAN,183041813,10/31/2018,218 PEACHTREE ST NW,508,Downtown,M,33.76028,-84.38768,
ROBBERY-COMMERCIAL,183042412,10/31/2018,62 HARWELL RD NW @DARON VILLAGE APTS,111,,I,33.75384,-84.49353,
AGG ASSAULT,183041630,10/31/2018,676 LINDSAY ST NW,103,English Avenue,L,33.7732,-84.41653,
AGG ASSAULT,183040415,10/31/2018,3113 CAMPBELLTON RD,411,Greenbriar,R,33.69198,-84.49006,
AGG ASSAULT,183042208,10/31/2018,991 DIMMOCK ST SW,402,Oakland City,S,33.72734,-84.42013,
AGG ASSAULT,183041331,10/31/2018,961 MONROE AVE,506,Midtown,E,33.77986,-84.36917,
BURGLARY-RESIDENCE,183041532,10/31/2018,177 MOURY AVE SW,305,The Villages at Carver,Y,33.71348,-84.39052,
BURGLARY-RESIDENCE,183041288,10/31/2018,553 W LAKE AVE NW,107,Grove Park,J,33.77048,-84.44155,
BURGLARY-RESIDENCE,183041290,10/31/2018,3735 BOULDER PARK DR SW,407,Fairburn Mays,H,33.7494,-84.5099,
BURGLARY-RESIDENCE,183040924,10/31/2018,934 WAVERLY WAY NE,602,Inman Park,N,33.76068,-84.35698,
BURGLARY-RESIDENCE,183041060,10/31/2018,810 FOX ST NW,103,English Avenue,L,33.77202,-84.41385,
BURGLARY-RESIDENCE,183041940,10/31/2018,1365 MAY AVE SE,612,East Atlanta,W,33.7389,-84.34284,
BURGLARY-RESIDENCE,183042154,10/31/2018,700 NEAL ST NW,103,English Avenue,L,33.76623,-84.41054,
BURGLARY-NONRES,183040693,10/31/2018,163 PONCE DE LEON AVE NE @THE ABBEY,505,Midtown,E,33.77211,-84.38209,
BURGLARY-RESIDENCE,183042148,10/31/2018,1779 FORT VALLEY DR SW,410,Pomona Park,R,33.70643,-84.4508,
BURGLARY-RESIDENCE,183041816,10/31/2018,2157 LENOX RD NE,213,Lindridge/Martin Manor,F,33.81365,-84.35135,
BURGLARY-RESIDENCE,183041878,10/31/2018,1142 WESTMONT RD SW,403,Oakland City,S,33.72407,-84.43733,
LARCENY-NON VEHICLE,183041064,10/31/2018,1544 PIEDMONT AVE NE @ANSLEY MALL,213,Piedmont Heights,F,33.79789,-84.37101,
LARCENY-NON VEHICLE,183042366,10/31/2018,232 FORSYTH ST SW @GREYHOUND BUS DEPOT,512,Downtown,M,33.74852,-84.39636,
LARCENY-NON VEHICLE,183040660,10/31/2018,2319 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81801,-84.35136,
LARCENY-NON VEHICLE,183041950,10/31/2018,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,183041968,10/31/2018,3393 PEACHTREE RD,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,183041005,10/31/2018,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,183040782,10/31/2018,1380 ATLANTIC DR NW @PUBLIX - ATLANTIC,501,Atlantic Station,E,33.79282,-84.39779,
LARCENY-NON VEHICLE,183040475,10/31/2018,970 SPRING ST NW,503,Midtown,E,33.78123,-84.38946,
LARCENY-NON VEHICLE,183040429,10/31/2018,1371 MARKET ST,501,Atlantic Station,E,33.7921,-84.39466,
LARCENY-NON VEHICLE,183041192,10/31/2018,2310 MARTIN L KING JR DR SW,405,Florida Heights,I,33.75121,-84.46544,
LARCENY-NON VEHICLE,183040069,10/31/2018,1860 MEMORIAL DR SE,610,Kirkwood,O,33.74774,-84.32665,
LARCENY-NON VEHICLE,183041273,10/31/2018,950 W PEACHTREE ST NW @PUBLIX - W PEACHTREE,503,Midtown,E,33.78014,-84.38747,
LARCENY-NON VEHICLE,183041089,10/31/2018,3509 MARTIN L KING JR DR NW,111,Adamsville,H,33.7581,-84.50258,
LARCENY-FROM VEHICLE,183042078,10/31/2018,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-FROM VEHICLE,183042445,10/31/2018,1033 KIPLING ST SE,308,Thomasville Heights,Z,33.70315,-84.35334,
LARCENY-FROM VEHICLE,183041594,10/31/2018,759 POLLARD BLVD SW ,304,Summerhill,V,33.73405,-84.39127,
LARCENY-FROM VEHICLE,183041656,10/31/2018,2841 GREENBRIAR PKWY,411,Greenbriar,R,33.68677,-84.49773,
LARCENY-FROM VEHICLE,183041342,10/31/2018,541 ONTARIO AVE SW,404,Westview,T,33.74069,-84.43951,
LARCENY-FROM VEHICLE,183042138,10/31/2018,134 FORSYTH ST SW,512,Downtown,M,33.75084,-84.39481,
LARCENY-FROM VEHICLE,183042147,10/31/2018,1284 W PACES FERRY RD NW,202,West Paces Ferry/Northside,A,33.84862,-84.42869,
LARCENY-FROM VEHICLE,183041862,10/31/2018,455 14TH ST NW,501,Home Park,E,33.78629,-84.40208,
LARCENY-FROM VEHICLE,183041386,10/31/2018,2841 GREENBRIAR PKWY SW @Multiple,411,Greenbriar,R,33.68677,-84.49773,
LARCENY-FROM VEHICLE,183042231,10/31/2018,2020 HOWELL MILL RD NW @PUBLIX - HOWELL,205,Wildwood (NPU-C),C,33.81022,-84.41347,
LARCENY-FROM VEHICLE,183042307,10/31/2018,2385 PEACHTREE RD NE,211,Peachtree Hills,B,33.82054,-84.38812,
LARCENY-FROM VEHICLE,183041119,10/31/2018,978 BERNE ST SE,607,Ormewood Park,W,33.7368,-84.35569,
LARCENY-FROM VEHICLE,183040592,10/31/2018,717 IRA ST SW,303,Mechanicsville,V,33.7353,-84.40023,
LARCENY-FROM VEHICLE,183040579,10/31/2018,51 WEYMAN AVE SW,304,Peoplestown,V,33.72508,-84.3898,
LARCENY-FROM VEHICLE,183040821,10/31/2018,2924 1ST AVE SW,311,Hammond Park,X,33.67491,-84.4003,
